@relation avaliation

@attribute topografia {aclive, declive, plano, irregular}
@attribute utilizacao {residencial, comercial, terreno}
@attribute conservacao {otimo, bom, regular, mau}
@attribute esgoto {sim, nao}
@attribute preco {ruim, bom, otimo}
@attribute distanciaUTFPR {ruim, bom, otimo}
@attribute distanciaPracaCentral {ruim, bom, otimo}
@attribute pavimentacao {poliedrico, asfalto, irregular}
@attribute accessToHealth {ruim, bom, otimo}
@attribute securityLevel {ruim, bom, otimo}
@attribute firefighter {ruim, bom, otimo}
@attribute internetOptions {ruim, bom, otimo}
@attribute operatorSignal {ruim, bom, otimo}
@attribute leisureArea {ruim, bom, otimo}
@attribute mobility {ruim, bom, otimo}
@attribute location {ruim, bom, otimo}
@attribute supplyAndDemand {ruim, bom, otimo}
@attribute consumePower {baixo, medio, alto}

@data
plano, terreno, bom, nao, otimo, bom, otimo, asfalto, ruim, otimo, otimo, otimo, bom, bom, otimo, ruim, otimo, alto
plano, residencial, otimo, sim, bom, ruim, otimo, irregular, ruim, bom, bom, otimo, otimo, bom, otimo, ruim, bom, baixo
plano, residencial, regular, sim, otimo, otimo, otimo, asfalto, otimo, ruim, bom, bom, bom, otimo, otimo, otimo, bom, baixo
plano, residencial, bom, nao, bom, bom, otimo, poliedrico, ruim, otimo, bom, otimo, bom, bom, ruim, otimo, bom, baixo
aclive, comercial, mau, sim, bom, otimo, bom, irregular, otimo, bom, otimo, ruim, bom, bom, bom, bom, bom, baixo
irregular, comercial, bom, nao, bom, otimo, ruim, irregular, bom, bom, ruim, bom, ruim, bom, ruim, bom, bom, alto
plano, terreno, bom, sim, bom, ruim, ruim, irregular, ruim, bom, ruim, ruim, ruim, otimo, bom, otimo, otimo, alto
aclive, residencial, otimo, nao, bom, ruim, otimo, poliedrico, bom, otimo, ruim, otimo, bom, otimo, ruim, bom, bom, baixo
declive, comercial, bom, nao, bom, ruim, otimo, poliedrico, bom, bom, otimo, ruim, bom, otimo, otimo, ruim, otimo, alto
plano, terreno, regular, nao, bom, bom, otimo, asfalto, otimo, ruim, otimo, ruim, ruim, ruim, ruim, otimo, bom, medio
declive, residencial, mau, nao, ruim, otimo, bom, poliedrico, otimo, otimo, otimo, otimo, bom, otimo, ruim, bom, bom, baixo
declive, comercial, bom, nao, bom, ruim, otimo, poliedrico, otimo, ruim, otimo, otimo, bom, otimo, otimo, otimo, bom, baixo
declive, comercial, mau, nao, bom, bom, bom, poliedrico, otimo, bom, bom, otimo, bom, ruim, ruim, bom, bom, baixo
plano, comercial, mau, nao, bom, bom, otimo, irregular, otimo, otimo, bom, ruim, otimo, otimo, ruim, otimo, otimo, alto
plano, comercial, bom, sim, otimo, otimo, otimo, irregular, bom, bom, bom, otimo, bom, bom, otimo, ruim, bom, medio
plano, comercial, mau, sim, bom, ruim, otimo, irregular, otimo, bom, otimo, bom, bom, ruim, otimo, otimo, bom, baixo
irregular, comercial, otimo, nao, bom, otimo, bom, asfalto, bom, ruim, otimo, otimo, bom, ruim, bom, otimo, bom, baixo
plano, terreno, mau, nao, bom, otimo, otimo, asfalto, bom, ruim, ruim, bom, otimo, ruim, otimo, ruim, bom, medio
irregular, comercial, otimo, sim, bom, ruim, otimo, asfalto, ruim, otimo, otimo, ruim, otimo, bom, ruim, bom, bom, medio
declive, residencial, mau, nao, bom, otimo, ruim, asfalto, otimo, otimo, ruim, ruim, otimo, bom, ruim, ruim, bom, alto
irregular, terreno, bom, nao, otimo, otimo, otimo, irregular, ruim, ruim, otimo, bom, ruim, ruim, otimo, otimo, otimo, alto
declive, comercial, otimo, nao, bom, bom, otimo, asfalto, otimo, bom, bom, otimo, ruim, bom, otimo, bom, bom, medio
irregular, comercial, mau, nao, bom, bom, otimo, poliedrico, ruim, otimo, otimo, bom, bom, bom, bom, ruim, bom, medio
irregular, terreno, bom, nao, bom, bom, bom, asfalto, bom, otimo, ruim, ruim, bom, otimo, ruim, bom, otimo, alto
irregular, terreno, otimo, nao, bom, otimo, bom, irregular, ruim, otimo, ruim, ruim, ruim, bom, ruim, ruim, bom, baixo
declive, comercial, otimo, nao, bom, otimo, bom, irregular, ruim, ruim, ruim, ruim, otimo, otimo, bom, otimo, bom, alto
declive, terreno, mau, nao, bom, bom, ruim, poliedrico, bom, bom, ruim, ruim, otimo, otimo, ruim, ruim, bom, alto
aclive, comercial, bom, sim, bom, otimo, ruim, poliedrico, bom, otimo, bom, otimo, otimo, ruim, otimo, ruim, otimo, alto
irregular, terreno, regular, sim, bom, otimo, bom, irregular, ruim, bom, otimo, otimo, otimo, ruim, bom, bom, bom, baixo
declive, terreno, otimo, nao, bom, bom, otimo, poliedrico, ruim, bom, otimo, bom, bom, bom, otimo, otimo, bom, baixo
aclive, comercial, mau, sim, bom, otimo, bom, poliedrico, ruim, otimo, otimo, bom, ruim, bom, otimo, ruim, bom, baixo
plano, residencial, otimo, nao, bom, bom, bom, poliedrico, otimo, otimo, bom, otimo, otimo, otimo, ruim, bom, bom, medio
declive, residencial, bom, sim, bom, otimo, otimo, poliedrico, bom, bom, bom, otimo, bom, ruim, ruim, otimo, bom, baixo
plano, terreno, bom, sim, otimo, otimo, bom, poliedrico, ruim, ruim, ruim, bom, ruim, bom, ruim, otimo, bom, medio
irregular, residencial, mau, sim, bom, otimo, ruim, irregular, ruim, otimo, otimo, ruim, otimo, otimo, ruim, bom, bom, baixo
declive, terreno, regular, sim, bom, bom, bom, irregular, otimo, bom, otimo, ruim, bom, bom, ruim, bom, otimo, alto
plano, comercial, bom, nao, bom, otimo, bom, asfalto, ruim, otimo, ruim, bom, ruim, otimo, bom, ruim, bom, baixo
aclive, terreno, bom, nao, ruim, ruim, ruim, poliedrico, ruim, bom, otimo, ruim, otimo, bom, ruim, ruim, bom, baixo
declive, comercial, otimo, nao, bom, bom, bom, irregular, otimo, otimo, otimo, bom, bom, bom, otimo, ruim, bom, medio
aclive, residencial, regular, nao, bom, otimo, ruim, asfalto, bom, bom, ruim, ruim, otimo, bom, bom, ruim, bom, medio
aclive, residencial, bom, nao, bom, bom, bom, asfalto, bom, otimo, otimo, bom, otimo, otimo, otimo, otimo, bom, baixo
declive, comercial, otimo, nao, bom, otimo, otimo, irregular, bom, otimo, otimo, otimo, otimo, ruim, bom, bom, bom, medio
irregular, terreno, otimo, sim, bom, ruim, bom, irregular, bom, otimo, bom, ruim, ruim, otimo, bom, ruim, bom, baixo
declive, comercial, mau, sim, bom, bom, otimo, irregular, ruim, otimo, otimo, otimo, bom, bom, otimo, bom, bom, medio
irregular, comercial, bom, nao, bom, bom, ruim, asfalto, otimo, ruim, otimo, ruim, ruim, otimo, otimo, bom, bom, baixo
irregular, terreno, otimo, nao, bom, bom, ruim, poliedrico, otimo, bom, bom, ruim, ruim, ruim, bom, bom, bom, medio
aclive, comercial, otimo, sim, bom, bom, bom, poliedrico, otimo, otimo, ruim, ruim, bom, bom, bom, otimo, bom, baixo
aclive, comercial, otimo, sim, bom, ruim, otimo, poliedrico, bom, ruim, otimo, ruim, otimo, ruim, ruim, otimo, otimo, alto
aclive, comercial, bom, sim, bom, bom, otimo, irregular, ruim, bom, ruim, bom, otimo, ruim, otimo, ruim, bom, baixo
irregular, terreno, bom, nao, bom, ruim, otimo, irregular, bom, ruim, bom, otimo, otimo, ruim, ruim, ruim, bom, alto
aclive, comercial, mau, sim, bom, otimo, bom, asfalto, ruim, ruim, ruim, ruim, bom, ruim, ruim, bom, bom, alto
aclive, residencial, otimo, nao, bom, ruim, ruim, poliedrico, bom, ruim, bom, bom, ruim, bom, otimo, otimo, bom, baixo
declive, terreno, regular, nao, bom, ruim, bom, poliedrico, bom, ruim, otimo, bom, bom, bom, bom, bom, bom, baixo
irregular, residencial, regular, sim, bom, bom, otimo, asfalto, bom, otimo, ruim, ruim, bom, otimo, ruim, ruim, bom, alto
declive, terreno, otimo, nao, bom, ruim, otimo, asfalto, ruim, bom, ruim, otimo, ruim, otimo, ruim, ruim, bom, medio
aclive, residencial, mau, nao, ruim, otimo, otimo, irregular, bom, otimo, otimo, ruim, ruim, otimo, ruim, bom, bom, baixo
declive, residencial, mau, nao, bom, ruim, otimo, poliedrico, bom, ruim, bom, ruim, otimo, ruim, otimo, otimo, bom, medio
plano, terreno, mau, sim, otimo, bom, otimo, asfalto, otimo, ruim, bom, bom, otimo, bom, ruim, otimo, otimo, medio
aclive, residencial, otimo, sim, bom, otimo, otimo, irregular, bom, bom, otimo, otimo, ruim, otimo, bom, bom, bom, baixo
irregular, comercial, bom, nao, bom, otimo, ruim, irregular, bom, ruim, bom, otimo, otimo, bom, bom, bom, otimo, alto
aclive, terreno, regular, nao, bom, bom, bom, poliedrico, bom, otimo, otimo, bom, bom, ruim, bom, ruim, bom, medio
aclive, comercial, otimo, nao, bom, bom, otimo, asfalto, bom, bom, ruim, ruim, bom, bom, otimo, ruim, bom, baixo
plano, terreno, regular, sim, bom, ruim, otimo, irregular, otimo, ruim, otimo, otimo, otimo, bom, ruim, otimo, bom, baixo
irregular, comercial, bom, nao, bom, bom, otimo, irregular, bom, ruim, ruim, otimo, ruim, otimo, bom, bom, bom, medio
irregular, residencial, mau, sim, bom, bom, otimo, asfalto, otimo, bom, otimo, otimo, bom, bom, ruim, bom, otimo, alto
aclive, comercial, otimo, nao, bom, ruim, bom, poliedrico, bom, otimo, otimo, bom, otimo, otimo, bom, ruim, bom, medio
declive, terreno, bom, sim, otimo, bom, ruim, asfalto, otimo, ruim, ruim, bom, otimo, otimo, otimo, otimo, otimo, alto
plano, comercial, regular, nao, bom, otimo, otimo, irregular, ruim, ruim, bom, otimo, ruim, otimo, ruim, bom, bom, baixo
irregular, residencial, regular, sim, otimo, ruim, otimo, poliedrico, otimo, otimo, bom, ruim, ruim, otimo, otimo, otimo, bom, medio
aclive, comercial, otimo, sim, otimo, ruim, otimo, poliedrico, bom, bom, ruim, otimo, ruim, otimo, bom, otimo, otimo, alto
irregular, residencial, bom, sim, otimo, bom, ruim, asfalto, bom, bom, bom, bom, ruim, ruim, otimo, bom, bom, medio
declive, terreno, bom, sim, bom, bom, bom, irregular, bom, otimo, otimo, otimo, ruim, otimo, otimo, bom, otimo, medio
aclive, comercial, bom, sim, bom, bom, ruim, irregular, ruim, bom, otimo, otimo, bom, otimo, ruim, otimo, bom, medio
plano, terreno, bom, nao, bom, otimo, otimo, irregular, bom, ruim, bom, ruim, ruim, otimo, otimo, ruim, bom, baixo
aclive, terreno, mau, sim, bom, ruim, bom, irregular, bom, ruim, ruim, ruim, otimo, otimo, otimo, otimo, bom, medio
plano, terreno, bom, nao, otimo, otimo, otimo, asfalto, ruim, otimo, bom, otimo, ruim, otimo, otimo, otimo, bom, baixo
aclive, comercial, otimo, nao, bom, ruim, otimo, irregular, bom, ruim, otimo, bom, otimo, bom, otimo, bom, bom, medio
aclive, residencial, otimo, nao, bom, bom, bom, poliedrico, otimo, bom, bom, otimo, ruim, ruim, ruim, ruim, bom, medio
plano, residencial, otimo, sim, bom, bom, ruim, irregular, ruim, bom, otimo, ruim, bom, ruim, bom, otimo, bom, alto
aclive, residencial, mau, sim, bom, otimo, bom, poliedrico, bom, otimo, bom, otimo, otimo, otimo, bom, bom, bom, alto
aclive, terreno, regular, nao, bom, otimo, bom, asfalto, otimo, otimo, otimo, otimo, bom, bom, bom, ruim, bom, baixo
irregular, residencial, bom, nao, bom, ruim, otimo, poliedrico, otimo, otimo, bom, bom, bom, bom, otimo, bom, bom, baixo
aclive, comercial, bom, nao, bom, bom, ruim, irregular, otimo, ruim, otimo, bom, ruim, otimo, bom, bom, bom, medio
irregular, terreno, regular, sim, otimo, ruim, otimo, asfalto, ruim, bom, bom, otimo, ruim, ruim, ruim, otimo, otimo, medio
plano, terreno, regular, sim, bom, otimo, otimo, irregular, bom, bom, bom, ruim, otimo, ruim, bom, bom, bom, baixo
aclive, residencial, bom, nao, bom, bom, bom, poliedrico, otimo, otimo, otimo, bom, otimo, ruim, otimo, bom, bom, medio
aclive, terreno, regular, nao, bom, ruim, ruim, asfalto, ruim, ruim, bom, otimo, bom, bom, ruim, otimo, bom, baixo
declive, comercial, mau, nao, bom, otimo, ruim, asfalto, ruim, ruim, otimo, bom, otimo, bom, otimo, otimo, bom, baixo
declive, comercial, otimo, sim, bom, ruim, otimo, poliedrico, otimo, otimo, bom, bom, bom, ruim, ruim, bom, bom, medio
plano, terreno, regular, sim, bom, bom, ruim, poliedrico, otimo, otimo, otimo, otimo, ruim, otimo, bom, ruim, otimo, alto
plano, terreno, bom, sim, otimo, bom, otimo, asfalto, ruim, ruim, ruim, bom, otimo, otimo, bom, otimo, otimo, alto
irregular, terreno, regular, sim, bom, ruim, ruim, irregular, bom, ruim, otimo, otimo, otimo, otimo, otimo, bom, bom, baixo
irregular, comercial, regular, sim, otimo, ruim, bom, asfalto, ruim, otimo, otimo, bom, otimo, bom, bom, otimo, otimo, medio
irregular, terreno, mau, nao, bom, ruim, otimo, irregular, otimo, bom, bom, otimo, ruim, bom, bom, otimo, otimo, alto
aclive, terreno, regular, nao, bom, bom, ruim, irregular, otimo, ruim, bom, ruim, bom, otimo, otimo, ruim, bom, medio
aclive, comercial, mau, sim, bom, otimo, ruim, asfalto, bom, bom, bom, bom, otimo, ruim, bom, ruim, bom, medio
aclive, residencial, bom, sim, bom, ruim, otimo, asfalto, bom, bom, bom, otimo, bom, bom, ruim, ruim, bom, alto
declive, residencial, regular, sim, bom, otimo, bom, asfalto, bom, ruim, bom, otimo, bom, bom, ruim, bom, bom, medio
irregular, comercial, mau, sim, bom, bom, otimo, asfalto, ruim, ruim, bom, otimo, ruim, bom, bom, ruim, otimo, alto
irregular, terreno, mau, nao, bom, otimo, bom, poliedrico, bom, otimo, ruim, bom, ruim, bom, bom, ruim, bom, medio
aclive, residencial, otimo, sim, otimo, otimo, ruim, asfalto, ruim, bom, ruim, otimo, otimo, bom, otimo, bom, otimo, alto
plano, residencial, otimo, sim, bom, ruim, otimo, poliedrico, bom, ruim, otimo, bom, ruim, bom, bom, bom, bom, baixo
declive, residencial, otimo, sim, bom, bom, bom, asfalto, otimo, bom, otimo, bom, ruim, ruim, bom, ruim, bom, medio
plano, comercial, regular, nao, bom, otimo, ruim, irregular, otimo, otimo, otimo, bom, bom, bom, bom, bom, bom, baixo
plano, terreno, bom, nao, bom, otimo, ruim, asfalto, ruim, bom, bom, otimo, ruim, bom, otimo, bom, bom, medio
declive, residencial, mau, nao, bom, bom, bom, poliedrico, bom, otimo, bom, otimo, otimo, bom, bom, ruim, bom, alto
aclive, comercial, mau, nao, bom, otimo, bom, poliedrico, otimo, ruim, bom, ruim, bom, ruim, ruim, bom, bom, alto
aclive, terreno, regular, sim, bom, otimo, bom, asfalto, bom, otimo, bom, bom, ruim, otimo, bom, bom, bom, baixo
irregular, terreno, otimo, nao, bom, bom, ruim, poliedrico, ruim, bom, otimo, otimo, bom, ruim, ruim, bom, otimo, alto
aclive, residencial, bom, nao, bom, bom, bom, irregular, otimo, ruim, otimo, ruim, bom, otimo, otimo, bom, bom, baixo
declive, terreno, otimo, nao, bom, ruim, ruim, asfalto, bom, bom, ruim, ruim, bom, bom, bom, bom, bom, baixo
plano, comercial, mau, sim, bom, otimo, otimo, asfalto, otimo, ruim, ruim, otimo, bom, ruim, ruim, bom, bom, medio
irregular, terreno, mau, sim, bom, ruim, ruim, irregular, otimo, otimo, otimo, bom, bom, bom, bom, bom, otimo, alto
declive, terreno, otimo, sim, otimo, otimo, ruim, poliedrico, otimo, otimo, bom, ruim, ruim, ruim, otimo, otimo, bom, baixo
declive, terreno, regular, sim, bom, ruim, ruim, poliedrico, otimo, ruim, otimo, otimo, bom, ruim, bom, bom, otimo, alto
declive, terreno, otimo, nao, bom, otimo, otimo, asfalto, ruim, otimo, ruim, bom, otimo, bom, ruim, ruim, otimo, alto
aclive, comercial, otimo, sim, bom, bom, ruim, irregular, ruim, ruim, ruim, otimo, bom, ruim, bom, ruim, bom, baixo
declive, terreno, otimo, nao, bom, otimo, otimo, irregular, bom, ruim, bom, ruim, bom, ruim, ruim, bom, bom, baixo
declive, residencial, bom, sim, bom, otimo, ruim, poliedrico, bom, ruim, bom, otimo, ruim, bom, bom, ruim, bom, alto
irregular, comercial, bom, nao, bom, bom, ruim, irregular, ruim, bom, otimo, bom, otimo, ruim, bom, otimo, otimo, alto
plano, residencial, bom, nao, bom, bom, bom, irregular, ruim, ruim, bom, ruim, bom, bom, otimo, ruim, bom, medio
plano, terreno, mau, nao, bom, bom, otimo, asfalto, ruim, bom, otimo, ruim, otimo, ruim, ruim, ruim, bom, baixo
irregular, comercial, mau, nao, bom, otimo, otimo, asfalto, ruim, bom, ruim, otimo, bom, otimo, otimo, ruim, bom, baixo
declive, terreno, otimo, sim, bom, ruim, ruim, irregular, bom, ruim, otimo, otimo, ruim, ruim, bom, otimo, otimo, alto
aclive, terreno, otimo, sim, otimo, bom, otimo, irregular, ruim, bom, ruim, ruim, otimo, ruim, otimo, ruim, otimo, alto
irregular, residencial, regular, nao, bom, bom, otimo, irregular, bom, otimo, otimo, otimo, ruim, ruim, otimo, otimo, bom, medio
irregular, comercial, mau, nao, bom, bom, otimo, irregular, bom, otimo, ruim, ruim, ruim, ruim, ruim, bom, bom, medio
declive, residencial, otimo, sim, otimo, bom, bom, asfalto, bom, ruim, otimo, ruim, ruim, ruim, ruim, otimo, bom, alto
declive, terreno, bom, nao, bom, bom, ruim, irregular, otimo, bom, bom, ruim, otimo, otimo, otimo, bom, bom, medio
plano, terreno, regular, sim, bom, ruim, bom, irregular, ruim, bom, bom, ruim, bom, bom, ruim, ruim, bom, baixo
irregular, terreno, otimo, sim, otimo, bom, bom, asfalto, otimo, otimo, otimo, otimo, otimo, bom, bom, ruim, bom, baixo
aclive, terreno, otimo, nao, bom, otimo, ruim, poliedrico, otimo, ruim, otimo, bom, otimo, ruim, ruim, otimo, bom, medio
irregular, comercial, bom, nao, bom, ruim, bom, irregular, bom, otimo, otimo, ruim, ruim, otimo, otimo, ruim, bom, baixo
aclive, terreno, bom, sim, bom, bom, otimo, poliedrico, ruim, bom, otimo, otimo, bom, otimo, ruim, otimo, bom, baixo
aclive, residencial, mau, sim, bom, bom, bom, irregular, otimo, ruim, otimo, otimo, otimo, bom, ruim, ruim, bom, medio
irregular, terreno, otimo, nao, bom, bom, ruim, poliedrico, otimo, otimo, ruim, ruim, bom, bom, ruim, ruim, otimo, alto
plano, comercial, bom, nao, bom, ruim, ruim, asfalto, otimo, bom, otimo, otimo, otimo, otimo, bom, ruim, otimo, alto
aclive, terreno, otimo, nao, bom, ruim, ruim, asfalto, bom, ruim, ruim, otimo, bom, bom, bom, ruim, bom, alto
irregular, terreno, otimo, sim, bom, bom, otimo, irregular, otimo, ruim, otimo, bom, ruim, ruim, bom, bom, bom, baixo
plano, residencial, regular, nao, bom, bom, otimo, irregular, otimo, otimo, ruim, bom, otimo, bom, ruim, ruim, bom, medio
irregular, comercial, mau, nao, bom, bom, otimo, irregular, bom, otimo, ruim, bom, otimo, otimo, otimo, otimo, bom, medio
declive, terreno, bom, nao, bom, bom, otimo, poliedrico, otimo, bom, otimo, otimo, ruim, ruim, bom, otimo, bom, baixo
aclive, terreno, regular, sim, otimo, otimo, bom, asfalto, ruim, otimo, otimo, bom, otimo, ruim, bom, bom, otimo, alto
irregular, residencial, regular, nao, bom, otimo, ruim, irregular, otimo, bom, otimo, ruim, otimo, bom, ruim, bom, bom, baixo
irregular, terreno, otimo, nao, bom, bom, ruim, poliedrico, bom, ruim, bom, bom, otimo, bom, ruim, ruim, bom, medio
declive, residencial, otimo, nao, bom, ruim, otimo, asfalto, otimo, ruim, bom, bom, bom, otimo, otimo, ruim, bom, baixo
declive, residencial, regular, sim, bom, ruim, ruim, irregular, otimo, otimo, otimo, otimo, ruim, bom, bom, bom, bom, alto
plano, residencial, bom, sim, bom, ruim, ruim, asfalto, otimo, bom, bom, bom, ruim, otimo, otimo, ruim, bom, medio
irregular, residencial, otimo, nao, bom, ruim, otimo, irregular, ruim, otimo, ruim, ruim, ruim, bom, otimo, otimo, bom, medio
irregular, comercial, regular, nao, bom, otimo, ruim, poliedrico, otimo, ruim, ruim, otimo, otimo, ruim, bom, bom, bom, baixo
declive, terreno, mau, nao, bom, bom, bom, irregular, ruim, otimo, otimo, bom, otimo, ruim, otimo, bom, bom, medio
irregular, terreno, bom, nao, otimo, otimo, otimo, irregular, bom, otimo, ruim, otimo, bom, bom, otimo, bom, otimo, alto
aclive, comercial, bom, nao, bom, bom, ruim, asfalto, otimo, otimo, ruim, ruim, ruim, otimo, ruim, bom, bom, baixo
plano, terreno, bom, nao, bom, otimo, ruim, irregular, ruim, ruim, otimo, otimo, ruim, bom, bom, otimo, otimo, alto
aclive, terreno, bom, nao, bom, otimo, bom, asfalto, otimo, otimo, otimo, ruim, bom, bom, bom, otimo, otimo, medio
declive, residencial, mau, nao, bom, bom, bom, poliedrico, ruim, ruim, bom, bom, otimo, bom, ruim, otimo, bom, baixo
aclive, residencial, bom, nao, bom, ruim, otimo, asfalto, ruim, bom, ruim, bom, ruim, otimo, otimo, ruim, bom, medio
irregular, terreno, otimo, sim, otimo, bom, bom, poliedrico, otimo, ruim, bom, ruim, bom, ruim, otimo, otimo, bom, baixo
aclive, terreno, otimo, sim, otimo, otimo, otimo, asfalto, otimo, ruim, otimo, bom, bom, ruim, otimo, otimo, otimo, alto
declive, comercial, regular, nao, bom, ruim, ruim, asfalto, ruim, bom, otimo, ruim, ruim, otimo, otimo, ruim, bom, baixo
aclive, comercial, mau, sim, bom, otimo, ruim, asfalto, ruim, ruim, otimo, otimo, otimo, otimo, ruim, otimo, bom, baixo
aclive, terreno, otimo, sim, otimo, otimo, otimo, asfalto, ruim, otimo, ruim, bom, ruim, otimo, otimo, bom, otimo, medio
irregular, comercial, bom, sim, otimo, otimo, otimo, asfalto, ruim, bom, ruim, otimo, otimo, ruim, ruim, bom, bom, medio
aclive, residencial, bom, sim, bom, bom, otimo, irregular, bom, otimo, otimo, ruim, otimo, otimo, otimo, bom, bom, baixo
irregular, residencial, regular, nao, bom, otimo, bom, irregular, ruim, bom, bom, otimo, ruim, ruim, bom, bom, bom, baixo
aclive, residencial, regular, nao, bom, otimo, ruim, irregular, ruim, otimo, otimo, bom, bom, bom, otimo, otimo, bom, medio
plano, terreno, regular, nao, bom, otimo, ruim, poliedrico, otimo, ruim, bom, bom, bom, bom, bom, bom, bom, medio
plano, residencial, mau, nao, bom, bom, otimo, poliedrico, bom, otimo, otimo, bom, ruim, ruim, otimo, ruim, bom, baixo
aclive, residencial, mau, nao, bom, ruim, bom, poliedrico, otimo, otimo, ruim, otimo, otimo, bom, ruim, bom, bom, alto
declive, residencial, regular, nao, bom, ruim, otimo, asfalto, otimo, otimo, bom, bom, ruim, otimo, otimo, ruim, bom, alto
aclive, terreno, bom, sim, bom, ruim, otimo, poliedrico, bom, bom, otimo, bom, ruim, bom, otimo, bom, bom, medio
aclive, residencial, mau, sim, bom, bom, bom, poliedrico, ruim, ruim, otimo, otimo, bom, otimo, bom, bom, bom, alto
irregular, comercial, regular, sim, otimo, bom, otimo, asfalto, otimo, bom, ruim, otimo, otimo, otimo, otimo, ruim, otimo, medio
irregular, residencial, mau, sim, bom, bom, otimo, irregular, bom, bom, bom, ruim, ruim, otimo, otimo, ruim, bom, medio
aclive, comercial, bom, nao, bom, ruim, ruim, poliedrico, otimo, otimo, otimo, otimo, otimo, ruim, bom, otimo, otimo, alto
plano, comercial, otimo, nao, bom, otimo, ruim, irregular, ruim, otimo, ruim, otimo, bom, otimo, ruim, bom, bom, alto
aclive, residencial, bom, nao, bom, bom, bom, poliedrico, ruim, otimo, ruim, bom, ruim, ruim, ruim, otimo, bom, medio
aclive, residencial, otimo, nao, bom, ruim, bom, irregular, bom, otimo, otimo, otimo, ruim, bom, ruim, bom, bom, medio
